"Scaffold" "Length" "M36M" "M38F" "STM123F" "STM146M" "HI035F" "HI004M"
"1725" "DPSCF301725" 981 44 27 20 15 29 17
"1726" "DPSCF301726" 978 38 31 24 21 31 18
"1727" "DPSCF301727" 978 55 30 15 17 31 17
"1728" "DPSCF301728" 977 40 20 19 23 24 25
"1729" "DPSCF301729" 976 42 25 22 19 24 17
"1730" "DPSCF301730" 976 29 18 7 21 23 14
"1731" "DPSCF301731" 976 43 24 17 18 30 14
"1732" "DPSCF301732" 974 29 18 19 17 20 26
"1733" "DPSCF301733" 973 36 27 27 8 26 21
"1734" "DPSCF301734" 973 46 24 105 20 27 30
"1735" "DPSCF301735" 973 37 27 18 19 24 28
"1736" "DPSCF301736" 972 42 25 9 26 23 10
"1737" "DPSCF301737" 972 32 11 11 20 20.5 16
"1738" "DPSCF301738" 970 58 22 41 28 30 29
"1739" "DPSCF301739" 970 40 24 13 17 23 11
"1740" "DPSCF301740" 969 43 26 13 24 27 35
"1741" "DPSCF301741" 969 35 21 10 17 23 12
"1742" "DPSCF301742" 968 38 18 21 18 21 18
"1743" "DPSCF301743" 968 47 20 22.5 15 22 18
"1744" "DPSCF301744" 968 43 23 25 16 23 14
"1745" "DPSCF301745" 967 38 25 28 21 27 8
"1746" "DPSCF301746" 967 32 18 10 20 21 33
"1747" "DPSCF301747" 965 32 22 15 18 23 21
"1748" "DPSCF301748" 965 34 20 15 15 21 7
"1749" "DPSCF301749" 964 36 18 39 16 23 23
"1750" "DPSCF301750" 964 40 22 10 21 17 20
"1751" "DPSCF301751" 962 13 0.5 0 0 6 1
"1752" "DPSCF301752" 962 45 20 14 26 22.5 19
"1753" "DPSCF301753" 961 40 27 25 21 32 25
"1754" "DPSCF301754" 961 39 28 20 26 22 33
"1755" "DPSCF301755" 960 41 27 20 21 27 12
"1756" "DPSCF301756" 960 46 27 15 17 26 13
"1757" "DPSCF301757" 960 36 16 12 13 20 13
"1758" "DPSCF301758" 960 43 22 24 21 24 20
"1759" "DPSCF301759" 959 56 29 35 29 39 33
"1760" "DPSCF301760" 958 39 22 11.5 22 21 21
"1761" "DPSCF301761" 958 45 25 21 22 23 28
"1762" "DPSCF301762" 957 39 29 18 21 28 19
"1763" "DPSCF301763" 957 42 21 14 16 22 11
"1764" "DPSCF301764" 957 3 0 0 11 2 0
"1765" "DPSCF301765" 957 38 24 10 23 26 18
"1766" "DPSCF301766" 957 11 18 17 16 8 27
"1767" "DPSCF301767" 955 40 20 18 16 25 24
"1768" "DPSCF301768" 952 37 20 67 20 18 14
"1769" "DPSCF301769" 952 0 7 0 2 0 0
"1770" "DPSCF301770" 951 39 20 8 9 23 10
"1771" "DPSCF301771" 951 43 23 22 23 27 14
"1772" "DPSCF301772" 950 9 0 0 5 0 0
"1773" "DPSCF301773" 949 47 25 14 20 32 14
"1774" "DPSCF301774" 948 74 45 21 40 54 42
"1775" "DPSCF301775" 946 43 10 3 23 15 34
"1776" "DPSCF301776" 945 55 43 49 34 51 55
"1777" "DPSCF301777" 944 37 25 11 19 24 15
"1778" "DPSCF301778" 944 32 23 11 16 18 16
"1779" "DPSCF301779" 943 0 0 13 27 28 43
"1780" "DPSCF301780" 943 10 6 2 0 1 0
"1781" "DPSCF301781" 941 44 25 10 15 29 9
"1782" "DPSCF301782" 941 42 23 13 19 19 40
"1783" "DPSCF301783" 939 39 25 11 17 34 15
"1784" "DPSCF301784" 939 39 26 9 23 22 24
"1785" "DPSCF301785" 939 30 17 8 13 22 16
"1786" "DPSCF301786" 937 36 19 10 15 16 16
"1787" "DPSCF301787" 937 41 28 15 23 30 36
"1788" "DPSCF301788" 937 11 5 2 5 8 4
"1789" "DPSCF301789" 937 39 20 12 17 19 15
"1790" "DPSCF301790" 935 11 10 9 10 4 12
"1791" "DPSCF301791" 934 31 24 18 14 26 37
"1792" "DPSCF301792" 933 41 21 15 22 25 11
"1793" "DPSCF301793" 933 6 9 15 10 14 27
"1794" "DPSCF301794" 933 46 31 12 27 26 41
"1795" "DPSCF301795" 931 37 19 30 20 29 34
"1796" "DPSCF301796" 930 42 12 9 21 12 34
"1797" "DPSCF301797" 929 33 24 25 16 20 10
"1798" "DPSCF301798" 929 34 20 10 12 31 10
"1799" "DPSCF301799" 929 49 25 16 17 24 16
"1800" "DPSCF301800" 928 24 9 16 15 11 8
"1801" "DPSCF301801" 928 46 28 21 17 30 19
"1802" "DPSCF301802" 928 42 24 39 23 21 39
"1803" "DPSCF301803" 928 39 20 9.5 19 24 6
"1804" "DPSCF301804" 925 37 24 8 13 25 20
"1805" "DPSCF301805" 924 36 28 13 24 29 14
"1806" "DPSCF301806" 923 0 0 0 0 0 0
"1807" "DPSCF301807" 922 34 24 0 19 24 14
"1808" "DPSCF301808" 922 45 25 11 20 31 15
"1809" "DPSCF301809" 920 44 26 16 15 30 21
"1810" "DPSCF301810" 919 35 15 20 20 24 20
"1811" "DPSCF301811" 919 41 30 10 16 24 17
"1812" "DPSCF301812" 918 14 11 4 11 9 4
"1813" "DPSCF301813" 918 11 0 2 1 5 9
"1814" "DPSCF301814" 917 39 25 27 22 17 21
"1815" "DPSCF301815" 917 40 23 12 20 19 13
"1816" "DPSCF301816" 915 46 22 21 19 22 12
"1817" "DPSCF301817" 915 43 25 14 20 28 32
"1818" "DPSCF301818" 915 46 25 30 25 29 43
"1819" "DPSCF301819" 913 45 21 16 18 24 20
"1820" "DPSCF301820" 913 42 20 47 28 22 31
"1821" "DPSCF301821" 912 128 39 32 106 38 70
"1822" "DPSCF301822" 912 0 0 0 0 0 0
"1823" "DPSCF301823" 909 28 20 10 21 21 20
"1824" "DPSCF301824" 908 44 25 15 19 26 19
"1825" "DPSCF301825" 907 29 16 22 20 9 9
"1826" "DPSCF301826" 905 15 10 4 2 7 4
"1827" "DPSCF301827" 905 40 24 17 20 26 7
"1828" "DPSCF301828" 905 22 9 241 13 4 35
"1829" "DPSCF301829" 904 30 18 15 15 16.5 12
"1830" "DPSCF301830" 903 32 20 20 22 27 36
"1831" "DPSCF301831" 903 46 27 17 18 24 15
"1832" "DPSCF301832" 903 0 0 1 6 2 1
"1833" "DPSCF301833" 902 40 23 21 18 30 15
"1834" "DPSCF301834" 901 43 25 14 22 29 20
"1835" "DPSCF301835" 900 43 25 35 24 24 27
"1836" "DPSCF301836" 900 42 22 20 15.5 33 20
"1837" "DPSCF301837" 900 31 27 15 20 24 19
"1838" "DPSCF301838" 899 25 19 13 5 7 2
"1839" "DPSCF301839" 899 43 27 12 22 26 25
"1840" "DPSCF301840" 899 40 20 21 18 27 14
"1841" "DPSCF301841" 899 41 23 10 19 31 21
"1842" "DPSCF301842" 897 0 10 19 12 1 25
"1843" "DPSCF301843" 897 46 29 14 22 21 16
"1844" "DPSCF301844" 895 22 17 10 19 11 7
"1845" "DPSCF301845" 893 34 23 9 19 21 12
"1846" "DPSCF301846" 892 42 19 10 18 26 24
"1847" "DPSCF301847" 892 37 25 12 20 23 27
"1848" "DPSCF301848" 892 33 9 17 NA 16 18
"1849" "DPSCF301849" 891 53 43 21 17 29 23
"1850" "DPSCF301850" 888 41 23 16 21 30 17
"1851" "DPSCF301851" 887 6 1 53 4 4 5
"1852" "DPSCF301852" 887 44 29 15 22 31 16
"1853" "DPSCF301853" 887 53 25 21 21 26 12
"1854" "DPSCF301854" 887 42 30 15 21 26 17
"1855" "DPSCF301855" 887 39 20 12 16 23 11
"1856" "DPSCF301856" 884 41 26 15 22 27 22
"1857" "DPSCF301857" 884 39 21 16 18 19 13
"1858" "DPSCF301858" 883 45 22 6 13 25 17
"1859" "DPSCF301859" 883 42 21 12 22 29 13
"1860" "DPSCF301860" 883 25 18 40 14 14 9
"1861" "DPSCF301861" 881 29 21 17 14 17 19
"1862" "DPSCF301862" 881 43 22 19 22 23 20
"1863" "DPSCF301863" 880 42 25 12 17 27 12
"1864" "DPSCF301864" 879 49 18 5 19 19 10
"1865" "DPSCF301865" 879 17 8 29 10 10 5
"1866" "DPSCF301866" 878 47 26 16 22 27 15
"1867" "DPSCF301867" 877 41 19 16 18 23 16
"1868" "DPSCF301868" 876 40 25 109 27 22 54
"1869" "DPSCF301869" 876 0 6 NA 12.5 7 13
"1870" "DPSCF301870" 875 42 29 16 18 27 21
"1871" "DPSCF301871" 873 31 21 10 11 27 15
"1872" "DPSCF301872" 872 39.5 24 7 20 24 12
"1873" "DPSCF301873" 871 41 24 9 17 28 26
"1874" "DPSCF301874" 871 49 22 18 21 27 20
"1875" "DPSCF301875" 870 34 20 13 23 29 15.5
"1876" "DPSCF301876" 870 43 21 9 17 12 16
"1877" "DPSCF301877" 870 38 25 7 19 24 13
"1878" "DPSCF301878" 869 35 13 8 22 13 27
"1879" "DPSCF301879" 868 33 20 11 23 18 36
"1880" "DPSCF301880" 867 40 28 15 21 27 11
"1881" "DPSCF301881" 866 46 23 NA 18 15 17
"1882" "DPSCF301882" 866 6 6 3 8 12 0
"1883" "DPSCF301883" 866 42 25 15 20 24 22
"1884" "DPSCF301884" 866 22 14 6 15 21 9
"1885" "DPSCF301885" 866 32 24 16 18 17 36
"1886" "DPSCF301886" 866 42 26 19 29 24 21
"1887" "DPSCF301887" 865 32 19 24 21 20 16
"1888" "DPSCF301888" 864 0 0 0 0 0 0
"1889" "DPSCF301889" 864 37 20 24 29 15 37
"1890" "DPSCF301890" 863 37 17 18 15 15 14
"1891" "DPSCF301891" 862 41 20 7 0 23 13
"1892" "DPSCF301892" 862 31 18 8 24 19 15
"1893" "DPSCF301893" 860 29 18 32 11 25 12
"1894" "DPSCF301894" 860 32 20 12 14 21 6
"1895" "DPSCF301895" 859 43 22 17 23 29 21
"1896" "DPSCF301896" 858 41 20 33 20 17 12
"1897" "DPSCF301897" 857 41 17 13 14 27 12
"1898" "DPSCF301898" 856 35 21 7 16 21 9
"1899" "DPSCF301899" 856 11 8 2 11 15 11
"1900" "DPSCF301900" 856 43 24 14 23 19 22
"1901" "DPSCF301901" 856 36 19 4 16 9 10
"1902" "DPSCF301902" 855 36 26 15 20 27 8
"1903" "DPSCF301903" 855 37 18 14 22 17 24
"1904" "DPSCF301904" 855 34 18 17 15 21 13
"1905" "DPSCF301905" 855 38 24 16 18 27 12
"1906" "DPSCF301906" 854 37 25 17 21 25 20.5
"1907" "DPSCF301907" 854 37 27 12 20 25 10
"1908" "DPSCF301908" 853 35 23 15 24 25 19
"1909" "DPSCF301909" 853 39 22 16 17 28 17
"1910" "DPSCF301910" 852 36 25 18 16 35 10
"1911" "DPSCF301911" 852 47 26 23 27 26 30
"1912" "DPSCF301912" 852 42 23 19 16 19 17
"1913" "DPSCF301913" 851 38 20 10 12 23 7
"1914" "DPSCF301914" 850 34 17 32 11 21 16
"1915" "DPSCF301915" 848 35 21 13 23 23 13
"1916" "DPSCF301916" 848 20 15 9 11 15 6
"1917" "DPSCF301917" 847 45 24 19 24 25 16
"1918" "DPSCF301918" 846 39 21 14 16 28 21
"1919" "DPSCF301919" 845 29 19 11 11 20 8
"1920" "DPSCF301920" 843 26 20 14 16 18 7
"1921" "DPSCF301921" 842 42 29 10.5 19 20 12
"1922" "DPSCF301922" 842 47 27 14 16 14 18
"1923" "DPSCF301923" 841 37 25 47 30 19 27
"1924" "DPSCF301924" 841 42 30 13 11 24 11
"1925" "DPSCF301925" 840 38 25 19 26 29 15
"1926" "DPSCF301926" 839 31 20 12 20 19 28
"1927" "DPSCF301927" 839 25 14 15 17 8 8
"1928" "DPSCF301928" 838 31 21 9 15 17 45
"1929" "DPSCF301929" 838 51 31 18 22 28 28
"1930" "DPSCF301930" 837 8 7 2 1 3 9
"1931" "DPSCF301931" 837 43 28 18 29 26 19
"1932" "DPSCF301932" 836 46 26 21 18 29 23
"1933" "DPSCF301933" 835 30 13 7 17 12 28
"1934" "DPSCF301934" 834 38 22 15 23 29 12
"1935" "DPSCF301935" 833 41 23 16 15 24 13
"1936" "DPSCF301936" 833 33 24 12 21 20 21
"1937" "DPSCF301937" 832 33 19 5 15 12 0
"1938" "DPSCF301938" 832 39 25 14 19 30 7
"1939" "DPSCF301939" 831 18 12 10 13 9 8
"1940" "DPSCF301940" 831 38 17 15 11 19 42
"1941" "DPSCF301941" 830 32 26 12 15 25 25
"1942" "DPSCF301942" 829 27 27 13 21 23 11
"1943" "DPSCF301943" 827 27 19 11 17 21 45
"1944" "DPSCF301944" 826 42 24 10 20 22 14
"1945" "DPSCF301945" 825 29 23 22 10 14 12
"1946" "DPSCF301946" 824 42 23 10 26 26 15
"1947" "DPSCF301947" 824 47 26 14 18 30 12
"1948" "DPSCF301948" 824 39 20 11 22 22 35
"1949" "DPSCF301949" 824 41 19 21 19 23 9
"1950" "DPSCF301950" 823 41 23 19 16 21 12
"1951" "DPSCF301951" 823 15 8 24 0 8 2
"1952" "DPSCF301952" 823 47 29 9 17 30 33
"1953" "DPSCF301953" 823 34 18 26 21 15 14
"1954" "DPSCF301954" 822 38 21 41 19 17 39
"1955" "DPSCF301955" 822 38 22 12 21 25 25
"1956" "DPSCF301956" 821 39 27 13 18 35 31
"1957" "DPSCF301957" 821 6 13 8 8 15 24
"1958" "DPSCF301958" 821 18 8 6 21 7 20
"1959" "DPSCF301959" 820 30 24 18 16.5 23 8
"1960" "DPSCF301960" 820 0 0 0 0 0 0
"1961" "DPSCF301961" 820 46 27 12 20 28 7
"1962" "DPSCF301962" 820 3 2 3 0 0 0
"1963" "DPSCF301963" 819 36 16 24 14 21 13
"1964" "DPSCF301964" 818 31 17 6 18 17 13
"1965" "DPSCF301965" 818 20 9 4 14 8 27
"1966" "DPSCF301966" 818 40 28 13.5 16 30 4
"1967" "DPSCF301967" 818 36 19 21 21 25 35
"1968" "DPSCF301968" 817 34 21 14 20 34 22
"1969" "DPSCF301969" 817 37 26 23 23 27 16
"1970" "DPSCF301970" 817 35 21 22 16 29 10
"1971" "DPSCF301971" 816 37 22 12 21 15 37
"1972" "DPSCF301972" 816 12 4.5 4 10 1 12
"1973" "DPSCF301973" 815 40 23 13 22 26 21
"1974" "DPSCF301974" 815 35 24 17 15 11 12
"1975" "DPSCF301975" 813 33 22 9 17 27 14
"1976" "DPSCF301976" 813 42 23 13 19 31 14
"1977" "DPSCF301977" 812 34 24 6 19 24 28
"1978" "DPSCF301978" 811 0 0 0 0 0 0
"1979" "DPSCF301979" 810 41 17 10 18 19 16
"1980" "DPSCF301980" 810 47 29 16 27 31.5 65
"1981" "DPSCF301981" 810 36 19 36 23 26 23
"1982" "DPSCF301982" 809 35 15 13 18 13 13
"1983" "DPSCF301983" 808 0 0 0 21 0 8
"1984" "DPSCF301984" 808 41 21 21 23 22 16
"1985" "DPSCF301985" 807 42 28 19 20 27 15
"1986" "DPSCF301986" 806 39 24 17 23 21.5 19
"1987" "DPSCF301987" 806 36 24 9 17 33 8
"1988" "DPSCF301988" 806 31 11 NA 10 22 10
"1989" "DPSCF301989" 806 31 15.5 10 14 19 19
"1990" "DPSCF301990" 805 41 24 12 20 19 7
"1991" "DPSCF301991" 805 34 18 34 15 18 17
"1992" "DPSCF301992" 804 39 22 21 14 25 12
"1993" "DPSCF301993" 803 42 26 14 18 21 22
"1994" "DPSCF301994" 803 39 21 16 15 17 9
"1995" "DPSCF301995" 802 50 21 35 25 25 32
"1996" "DPSCF301996" 801 39 28 15 17 28 26
"1997" "DPSCF301997" 801 45 26 11 18 31 19
"1998" "DPSCF301998" 801 47 24 22 17 29 40
"1999" "DPSCF301999" 800 41 23 14 26 27 8
"2000" "DPSCF302000" 800 31 24 11 13 23 17
"2001" "DPSCF302001" 799 41 22 11 25 23 24
"2002" "DPSCF302002" 799 42 28 19 27 27 16
"2003" "DPSCF302003" 799 31 19 59 19 19 12
"2004" "DPSCF302004" 799 42 23 23 18 26 13
"2005" "DPSCF302005" 798 30 17 11 10 17 13
"2006" "DPSCF302006" 798 33 19.5 13 17 14 12.5
"2007" "DPSCF302007" 796 47 22 15 22 26 13
"2008" "DPSCF302008" 796 32 23 14 14 20 9
"2009" "DPSCF302009" 796 32 18 9 22 22 18
"2010" "DPSCF302010" 795 33 22 19 13 13 35
"2011" "DPSCF302011" 795 44 21 56 21 20 28
"2012" "DPSCF302012" 795 39 25 14 15 25 20
"2013" "DPSCF302013" 793 43 12 3 18 10 20
"2014" "DPSCF302014" 792 39 24 17 24 21 18
"2015" "DPSCF302015" 792 0 0 0 0 0 0
"2016" "DPSCF302016" 791 35 21 14 19 24 11
"2017" "DPSCF302017" 791 42 23 16 23 19 23
"2018" "DPSCF302018" 790 39 21 20 23 24 16
"2019" "DPSCF302019" 790 35.5 18 12 20 29 21
"2020" "DPSCF302020" 789 36 19 15 22 22 22
"2021" "DPSCF302021" 789 29 16 7 27 10 41
"2022" "DPSCF302022" 788 34 16 12.5 12 18 23.5
"2023" "DPSCF302023" 787 46 30 19 23 40 37
"2024" "DPSCF302024" 786 30 18 11 15.5 17 12
"2025" "DPSCF302025" 786 8.5 4 2 2 5 9
"2026" "DPSCF302026" 786 17 18 6 0 14 7
"2027" "DPSCF302027" 785 37 25 17 21 31 15
"2028" "DPSCF302028" 785 41 25 10 21 19 25
"2029" "DPSCF302029" 784 40 19 13 19 17 44
"2030" "DPSCF302030" 783 37 26 14 22 31 23
"2031" "DPSCF302031" 783 8 1 3 7 6 23
"2032" "DPSCF302032" 782 15 6 4 5 4 10
"2033" "DPSCF302033" 782 39 23 18 19 28 26
"2034" "DPSCF302034" 781 33 23 11 10 19 21
"2035" "DPSCF302035" 781 40 24 21 18 19 37
"2036" "DPSCF302036" 781 31 21 10 18 22 16
"2037" "DPSCF302037" 780 41 24 12 14 29 19
"2038" "DPSCF302038" 780 6 3 8 6 8 7
"2039" "DPSCF302039" 780 49 23 23 18 32.5 13
"2040" "DPSCF302040" 779 41 24 18 16 24 32
"2041" "DPSCF302041" 776 22 15 6 8 16 16
"2042" "DPSCF302042" 775 41 17 14 25 15 33
"2043" "DPSCF302043" 774 5 5.5 1 3 5 5
"2044" "DPSCF302044" 772 36 28 12 23 23 9
"2045" "DPSCF302045" 772 72 48 45 58 54 31
"2046" "DPSCF302046" 772 36 22.5 18 23 32 8
"2047" "DPSCF302047" 772 29 14 8 29 18 44
"2048" "DPSCF302048" 772 30 18 11 15 16 24
"2049" "DPSCF302049" 771 41 31 17 20 30 22
"2050" "DPSCF302050" 771 0 0 0 0 0 0
"2051" "DPSCF302051" 771 14 10 3 8 7 2
"2052" "DPSCF302052" 770 39 22 23 17 28 22
"2053" "DPSCF302053" 770 32.5 13 16 9 16 12
"2054" "DPSCF302054" 769 29 16 16 19 16 16
"2055" "DPSCF302055" 769 23 4 1 4 14 14
"2056" "DPSCF302056" 769 38 25 12 21 23 28
"2057" "DPSCF302057" 769 42 28 19 24 30 21
"2058" "DPSCF302058" 769 23 10 13 18 10 14
"2059" "DPSCF302059" 769 36 22 18 22 30 12
"2060" "DPSCF302060" 768 24 16 13 18 19 20.5
"2061" "DPSCF302061" 766 28 18 7 16 20 13
"2062" "DPSCF302062" 766 44 25 9 20 21 14
"2063" "DPSCF302063" 765 36 20 6 10 12 9
"2064" "DPSCF302064" 764 41 22 25 20 18 44
"2065" "DPSCF302065" 764 39 28 15 18 30 10
"2066" "DPSCF302066" 763 30 21 17 25 11 40
"2067" "DPSCF302067" 763 53 28 45 28 22 72
"2068" "DPSCF302068" 763 0 15 6 0 11 15
"2069" "DPSCF302069" 763 37 23 6 13 22 9
"2070" "DPSCF302070" 763 38 20 7 24 19 13
"2071" "DPSCF302071" 762 39 20 22 20 19 32
"2072" "DPSCF302072" 762 28.5 16 7 11 19 13
"2073" "DPSCF302073" 761 68 50 96 39 48 33
"2074" "DPSCF302074" 761 27 22 8 14 18 23
"2075" "DPSCF302075" 760 38 23 16 20 25 8
"2076" "DPSCF302076" 760 36 23 11 17 25 16
"2077" "DPSCF302077" 759 39 19 15 13 20 16
"2078" "DPSCF302078" 759 13 9 5 6 2 4
"2079" "DPSCF302079" 758 47 21 18 18 21 31
"2080" "DPSCF302080" 757 39 22 17 21 25 9
"2081" "DPSCF302081" 757 1 0 0 0 0 0
"2082" "DPSCF302082" 756 44 22 17 15 27 10
"2083" "DPSCF302083" 756 154.5 109 53 96 22 157
"2084" "DPSCF302084" 756 28 19 11 8 18 13
"2085" "DPSCF302085" 756 34 17 45 21 18 27
"2086" "DPSCF302086" 755 34 14 14 14 25 22
"2087" "DPSCF302087" 755 33 23 17 25 24 20
"2088" "DPSCF302088" 754 38 21 21.5 10 20 12
"2089" "DPSCF302089" 754 38 21 12 11 21 13
"2090" "DPSCF302090" 752 10 7 9 15 8 9
"2091" "DPSCF302091" 750 40 18 13 18 22 14
"2092" "DPSCF302092" 750 41 23 8 20 28 22.5
"2093" "DPSCF302093" 748 37 23 5 14 19 20
"2094" "DPSCF302094" 748 25 16 10 16 7 35
"2095" "DPSCF302095" 748 28 16.5 15 15 18 25
"2096" "DPSCF302096" 748 46.5 27 17 18 27 17
"2097" "DPSCF302097" 747 22 12 8 7 0 6
"2098" "DPSCF302098" 747 36 9 9 18 18 24
"2099" "DPSCF302099" 746 52 24 24 18 22 15
"2100" "DPSCF302100" 746 42 22 21 16 21 15
"2101" "DPSCF302101" 746 41 22 17 19 23 12
"2102" "DPSCF302102" 746 12 5.5 1 7 8 10
"2103" "DPSCF302103" 744 25 15 12 17.5 14 12
"2104" "DPSCF302104" 744 37 28 14 16 18 15
"2105" "DPSCF302105" 744 0 0 0 0 0 0
"2106" "DPSCF302106" 743 29 24 5 19 24 16
"2107" "DPSCF302107" 743 41 21 31 21 19 51
"2108" "DPSCF302108" 742 38 17 67 17 19 7
"2109" "DPSCF302109" 742 0 11 12 9 10 NA
"2110" "DPSCF302110" 742 40 21 6 18 20 10
"2111" "DPSCF302111" 741 34 14 13 19 27 11
"2112" "DPSCF302112" 740 39 22 18 22 21 27
"2113" "DPSCF302113" 740 46 28 21 19 32 27
"2114" "DPSCF302114" 740 40 28 33 20 26 38
"2115" "DPSCF302115" 739 36 28 9 19 21 13
"2116" "DPSCF302116" 738 37 15 13 22 25.5 21
"2117" "DPSCF302117" 737 39 29 19 20 27 24
"2118" "DPSCF302118" 737 40 21 14 33 18 45
"2119" "DPSCF302119" 737 32 18 14 13 10 21
"2120" "DPSCF302120" 736 46 26 15 20 21 8
"2121" "DPSCF302121" 736 50 27 12 21 27 20
"2122" "DPSCF302122" 736 12 8 9 17 18 6
"2123" "DPSCF302123" 735 27 11 11 14 17 11
"2124" "DPSCF302124" 734 27 14 9 18 20 16
"2125" "DPSCF302125" 734 38 15 4 20 11 22
"2126" "DPSCF302126" 734 42 21 15 26 18 12
"2127" "DPSCF302127" 733 42 25 17 18 30 18
"2128" "DPSCF302128" 733 30 21 21 14 23 19
"2129" "DPSCF302129" 732 46 27 24 21 31 11
"2130" "DPSCF302130" 732 40 20.5 11 16 26 31
"2131" "DPSCF302131" 731 40 21 12 19 23 22
"2132" "DPSCF302132" 730 41 23 20 22 22 7
"2133" "DPSCF302133" 730 40 21 16 13 11 0
"2134" "DPSCF302134" 729 24 16 9 21 14 11
"2135" "DPSCF302135" 727 43 23 18 17 26 21
"2136" "DPSCF302136" 726 48 22 17 24 21 19
"2137" "DPSCF302137" 726 41 20 6 11 25 8
"2138" "DPSCF302138" 726 32.5 13 8 14 13 15
"2139" "DPSCF302139" 725 0 0 0 0 0 0
"2140" "DPSCF302140" 725 32 9 5 6 17 6
"2141" "DPSCF302141" 725 21 21 25 19 18 17
"2142" "DPSCF302142" 724 19 11 8 26 12 27
"2143" "DPSCF302143" 723 23 18 10 20 19 22
"2144" "DPSCF302144" 722 38 21 30 29 18 33
"2145" "DPSCF302145" 722 18 15 7 8 12 18
"2146" "DPSCF302146" 722 28.5 15 14 24.5 11 39
"2147" "DPSCF302147" 721 34 17 23 16 11 24
"2148" "DPSCF302148" 720 43 24 37 23 28 12
"2149" "DPSCF302149" 720 35 28 17 17 21 15
"2150" "DPSCF302150" 719 41 28 13 18 25 26
"2151" "DPSCF302151" 719 49 23 22 12 31 24
"2152" "DPSCF302152" 718 39 13 17 19 24.5 31.5
"2153" "DPSCF302153" 717 42 20 18 24 24 44
"2154" "DPSCF302154" 717 41 20 19 28 22 47
"2155" "DPSCF302155" 716 36 23 17 18 25 10
"2156" "DPSCF302156" 716 24 20 14 22 11 28
"2157" "DPSCF302157" 715 12 10 4 1 4 1
"2158" "DPSCF302158" 715 45 19 19 21 26 18
"2159" "DPSCF302159" 715 10 3 2 4 2 3
"2160" "DPSCF302160" 715 31 19 16 21 21 14
"2161" "DPSCF302161" 714 28 12 15 10 16 17
"2162" "DPSCF302162" 713 33 19 41 26 18 32
"2163" "DPSCF302163" 712 29 16 10 12 18 20
"2164" "DPSCF302164" 711 1 1 2 8 4 0
"2165" "DPSCF302165" 711 10 6 2 11 5 9
"2166" "DPSCF302166" 711 1 0 2 0 3 1
"2167" "DPSCF302167" 711 40 28 28 20 30 38
"2168" "DPSCF302168" 710 39 25 14 29 15 46
"2169" "DPSCF302169" 710 51 22 24 22 23 17
"2170" "DPSCF302170" 710 42 23 10 25 28 11
"2171" "DPSCF302171" 710 0 6 18 20 8 2
"2172" "DPSCF302172" 709 38 25 12 27 31 16
"2173" "DPSCF302173" 709 41 22 15 8 23 14
"2174" "DPSCF302174" 708 43 20 10 13 22 13
"2175" "DPSCF302175" 707 32 22 17 19 24 7
"2176" "DPSCF302176" 706 37 21 12.5 18 21 17
"2177" "DPSCF302177" 706 7 5.5 0 7 3 1
"2178" "DPSCF302178" 705 36 22 23 21 25 26
"2179" "DPSCF302179" 705 39 21 13 28 21 18
"2180" "DPSCF302180" 703 35 17 15 18 26 11
"2181" "DPSCF302181" 703 32 17 12 21 22 11
"2182" "DPSCF302182" 703 42 22 15 17 22 33
"2183" "DPSCF302183" 703 37 12 9 20 27 28
"2184" "DPSCF302184" 702 40 19 12 17.5 21 12
"2185" "DPSCF302185" 702 33 24 18 19 14 30
"2186" "DPSCF302186" 702 38 22 52 27 18 55
"2187" "DPSCF302187" 701 51 33 13 17 33 8
"2188" "DPSCF302188" 701 27 8 1 5 9 6
"2189" "DPSCF302189" 701 33 19 19 20 14 23
"2190" "DPSCF302190" 701 28 21 7 18 21 5
"2191" "DPSCF302191" 700 16 11 23 17 15 22
"2192" "DPSCF302192" 699 38 21 14 21 22 11
"2193" "DPSCF302193" 699 3 1 0 2 2 2
"2194" "DPSCF302194" 699 29 15 10 14 15 4
"2195" "DPSCF302195" 699 0 0 0 0 0 0
"2196" "DPSCF302196" 699 44 17 9 17 23 12
"2197" "DPSCF302197" 699 29 15 8 18 18 12
"2198" "DPSCF302198" 698 42 28 17 28 25 17
"2199" "DPSCF302199" 698 14 9 4 13 11 9
"2200" "DPSCF302200" 698 40 31 11 19 29 15
"2201" "DPSCF302201" 696 35 22 19 26 21 19
"2202" "DPSCF302202" 696 10 6 4 0 10 13.5
"2203" "DPSCF302203" 696 39 21 17 31 25 16
"2204" "DPSCF302204" 695 32 15 9 16 19 8
"2205" "DPSCF302205" 695 41 27 15 18 31 18
"2206" "DPSCF302206" 694 56 30 15 20 29 18
"2207" "DPSCF302207" 693 41 27 14 23 29 17
"2208" "DPSCF302208" 693 36 24 22 27 29 17
"2209" "DPSCF302209" 693 31 21 27 20 24 31
"2210" "DPSCF302210" 691 7 1 0 6 5 17
"2211" "DPSCF302211" 691 35 24 10 26 19 16
"2212" "DPSCF302212" 691 49 23 9 23 25 42
"2213" "DPSCF302213" 690 37 21 7 19 21 9
"2214" "DPSCF302214" 690 38 28.5 20 22 32 19
"2215" "DPSCF302215" 690 15 8 8.5 5 10 10
"2216" "DPSCF302216" 689 38 25 16 18 21 16
"2217" "DPSCF302217" 689 38 27 37 19 25 24
"2218" "DPSCF302218" 688 44 26 18 23 30.5 14
