# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	XP_004922646.1	DPOGS213750
2	2	1	XP_004922647.1	DPOGS213785
2	2	1	XP_004922648.1	DPOGS213749
2	2	1	XP_004922649.1	DPOGS213748
2	2	1	XP_004922650.1	DPOGS213746
2	2	1	XP_004922653.1	DPOGS213792
2	5	0.2	XP_004922655.1,XP_004922658.1,XP_004922657.1,XP_004922656.1	DPOGS213743
2	2	1	XP_004922659.1	DPOGS213793
2	3	0.333	XP_004922660.1,XP_004922661.1	DPOGS213742
2	2	1	XP_004922662.1	DPOGS216113
2	2	1	XP_004922663.1	DPOGS214009
2	2	1	XP_004922664.1	DPOGS216111
2	4	0.25	XP_004922665.1,XP_004922667.1,XP_004922666.1	DPOGS216109
2	3	0.333	XP_004922669.1,XP_004922670.1	DPOGS216103
2	2	1	XP_004922674.1	DPOGS216102
2	2	1	XP_004922675.1	DPOGS216121
2	2	1	XP_004922677.1	DPOGS216122
2	2	1	XP_004922680.1	DPOGS200803
2	2	1	XP_004922681.1	DPOGS200802
2	3	0.333	XP_004922682.1	DPOGS205438,DPOGS205436
2	2	1	XP_004922683.1	DPOGS205447
2	2	1	XP_004922685.1	DPOGS205442
2	2	1	XP_004922687.1	DPOGS202024
2	2	1	XP_004922688.1	DPOGS215505
2	2	1	XP_004922689.1	DPOGS215508
2	2	1	XP_004922695.1	DPOGS213760
2	2	1	XP_004922700.1	DPOGS213784
2	2	1	XP_004922701.1	DPOGS213788
2	2	1	XP_004922702.1	DPOGS213744
2	2	1	XP_004922704.1	DPOGS216115
2	2	1	XP_004922705.1	DPOGS216107
2	2	1	XP_004922706.1	DPOGS216104
2	2	1	XP_004922707.1	DPOGS216120
2	2	1	XP_004922710.1	DPOGS216101
2	2	1	XP_004922711.1	DPOGS216123
2	2	1	XP_004922712.1	DPOGS216124
2	2	1	XP_004922717.1	DPOGS205439
2	2	1	XP_004922719.1	DPOGS205443
2	2	1	XP_004922721.1	DPOGS213316
2	2	1	XP_004922722.1	DPOGS206164
2	2	1	XP_004922723.1	DPOGS212693
2	2	1	XP_004922725.1	DPOGS212686
2	2	1	XP_004922728.1	DPOGS212685
2	2	1	XP_004922729.1	DPOGS201797
2	2	1	XP_004922730.1	DPOGS201805
2	2	1	XP_004922731.1	DPOGS201807
2	2	1	XP_004922732.1	DPOGS201811
2	2	1	XP_004922733.1	DPOGS201812
2	4	0.25	XP_004922735.1,XP_004922737.1,XP_004922736.1	DPOGS201789
2	2	1	XP_004922739.1	DPOGS212724
2	2	1	XP_004922740.1	DPOGS212723
2	2	1	XP_004922741.1	DPOGS212749
2	2	1	XP_004922742.1	DPOGS212722
2	2	1	XP_004922743.1	DPOGS212711
2	2	1	XP_004922744.1	DPOGS212748
2	2	1	XP_004922745.1	DPOGS212712
2	2	1	XP_004922747.1	DPOGS212716
2	2	1	XP_004922748.1	DPOGS212747
2	2	1	XP_004922750.1	DPOGS212764
2	3	0.333	XP_004922751.1,XP_004922752.1	DPOGS212700
2	2	1	XP_004922753.1	DPOGS212744
2	4	0.25	XP_004922754.1,XP_004922756.1,XP_004922755.1	DPOGS212746
2	2	1	XP_004922757.1	DPOGS212755
2	2	1	XP_004922758.1	DPOGS212705
2	2	1	XP_004922764.1	DPOGS212707
2	2	1	XP_004922768.1	DPOGS212710
2	2	1	XP_004922769.1	DPOGS212752
2	2	1	XP_004922770.1	DPOGS212751
2	2	1	XP_004922771.1	DPOGS212771
2	2	1	XP_004922774.1	DPOGS212692
2	2	1	XP_004922777.1	DPOGS212779
2	2	1	XP_004922781.1	DPOGS212784
2	2	1	XP_004922782.1	DPOGS212683
2	2	1	XP_004922784.1	DPOGS201801
2	2	1	XP_004922785.1	DPOGS201806
2	2	1	XP_004922786.1	DPOGS201795
2	2	1	XP_004922790.1	DPOGS201814
2	2	1	XP_004922791.1	DPOGS201788
2	2	1	XP_004922792.1	DPOGS212727
2	2	1	XP_004922793.1	DPOGS212725
2	2	1	XP_004922795.1	DPOGS212740
2	2	1	XP_004922796.1	DPOGS212715
2	2	1	XP_004922797.1	DPOGS212743
2	2	1	XP_004922801.1	DPOGS212730
2	2	1	XP_004922809.1	DPOGS200398
2	2	1	XP_004922811.1	DPOGS204790
2	2	1	XP_004922814.1	DPOGS204786
2	2	1	XP_004922815.1	DPOGS204784
2	3	0.333	XP_004922817.1,XP_004922818.1	DPOGS204792
2	2	1	XP_004922819.1	DPOGS204641
2	2	1	XP_004922820.1	DPOGS204626
2	2	1	XP_004922821.1	DPOGS204640
2	3	0.333	XP_004922822.1,XP_004922823.1	DPOGS204639
2	2	1	XP_004922824.1	DPOGS204628
2	2	1	XP_004922825.1	DPOGS204630
2	2	1	XP_004922826.1	DPOGS204633
2	2	1	XP_004922828.1	DPOGS213317
2	2	1	XP_004922829.1	DPOGS202550
2	2	1	XP_004922830.1	DPOGS213235
2	2	1	XP_004922831.1	DPOGS213262
2	2	1	XP_004922832.1	DPOGS213238
2	2	1	XP_004922833.1	DPOGS213240
2	2	1	XP_004922836.1	DPOGS213255
2	3	0.333	XP_004922837.1,XP_004922838.1	DPOGS213241
2	2	1	XP_004922839.1	DPOGS213254
2	2	1	XP_004922840.1	DPOGS213251
2	2	1	XP_004922841.1	DPOGS213244
2	2	1	XP_004922842.1	DPOGS213243
2	2	1	XP_004922844.1	DPOGS213245
2	2	1	XP_004922845.1	DPOGS213248
2	2	1	XP_004922851.1	DPOGS216091
2	2	1	XP_004922853.1	DPOGS216094
2	2	1	XP_004922854.1	DPOGS200394
2	2	1	XP_004922855.1	DPOGS211547
2	2	1	XP_004922856.1	DPOGS204643
2	2	1	XP_004922857.1	DPOGS204625
2	2	1	XP_004922858.1	DPOGS204642
2	2	1	XP_004922859.1	DPOGS204638
2	2	1	XP_004922860.1	DPOGS204636
2	2	1	XP_004922864.1	DPOGS213330
2	2	1	XP_004922871.1	DPOGS213261
2	2	1	XP_004922872.1	DPOGS213260
2	2	1	XP_004922873.1	DPOGS213259
2	2	1	XP_004922874.1	DPOGS213242
2	2	1	XP_004922876.1	DPOGS213249
2	2	1	XP_004922879.1	DPOGS209806
2	2	1	XP_004922880.1	DPOGS209816
2	2	1	XP_004922881.1	DPOGS209805
2	2	1	XP_004922883.1	DPOGS209817
2	2	1	XP_004922884.1	DPOGS209818
2	2	1	XP_004922885.1	DPOGS209821
2	2	1	XP_004922886.1	DPOGS209803
2	3	0.333	XP_004922887.1,XP_004922888.1	DPOGS209825
2	2	1	XP_004922890.1	DPOGS209800
2	3	0.333	XP_004922894.1,XP_004922950.1	DPOGS209826
2	2	1	XP_004922895.1	DPOGS209827
2	4	0.25	XP_004922897.1,XP_004922900.1,XP_004922898.1	DPOGS209798
2	2	1	XP_004922901.1	DPOGS209829
2	2	1	XP_004922902.1	DPOGS209832
2	2	1	XP_004922905.1	DPOGS209793
2	2	1	XP_004922906.1	DPOGS209840
2	2	1	XP_004922907.1	DPOGS209791
2	2	1	XP_004922908.1	DPOGS209790
2	2	1	XP_004922909.1	DPOGS209841
2	2	1	XP_004922910.1	DPOGS209843
2	3	0.333	XP_004922911.1,XP_004922912.1	DPOGS209844
2	2	1	XP_004922913.1	DPOGS209845
2	2	1	XP_004922915.1	DPOGS209785
2	3	0.333	XP_004922916.1,XP_004922917.1	DPOGS209847
2	5	0.2	XP_004922919.1,XP_004922922.1,XP_004922921.1,XP_004922920.1	DPOGS209784
2	2	1	XP_004922924.1	DPOGS209781
2	2	1	XP_004922925.1	DPOGS201038
2	2	1	XP_004922927.1	DPOGS201049
2	2	1	XP_004922930.1	DPOGS201225
2	2	1	XP_004922931.1	DPOGS201224
2	2	1	XP_004922932.1	DPOGS201263
2	2	1	XP_004922933.1	DPOGS201223
2	2	1	XP_004922934.1	DPOGS201222
2	2	1	XP_004922935.1	DPOGS201265
2	2	1	XP_004922936.1	DPOGS201266
2	2	1	XP_004922937.1	DPOGS211475
2	2	1	XP_004922938.1	DPOGS208978
2	2	1	XP_004922939.1	DPOGS208977
2	2	1	XP_004922940.1	DPOGS208880
2	2	1	XP_004922941.1	DPOGS208980
2	2	1	XP_004922942.1	DPOGS208876
2	3	0.333	XP_004922943.1,XP_004922967.1	DPOGS208875
2	2	1	XP_004922945.1	DPOGS209802
2	2	1	XP_004922946.1	DPOGS209820
2	2	1	XP_004922949.1	DPOGS206911
2	2	1	XP_004922952.1	DPOGS209830
2	2	1	XP_004922953.1	DPOGS209834
2	3	0.333	XP_004922954.1	DPOGS209838,DPOGS209837
2	2	1	XP_004922957.1	DPOGS209788
2	2	1	XP_004922959.1	DPOGS209787
2	2	1	XP_004922964.1	DPOGS211481
2	2	1	XP_004922965.1	DPOGS211477
2	2	1	XP_004922966.1	DPOGS211476
2	2	1	XP_004922974.1	DPOGS213954
2	2	1	XP_004922978.1	DPOGS213948
2	3	0.333	XP_004922979.1,XP_004922980.1	DPOGS208721
2	2	1	XP_004922981.1	DPOGS208722
2	2	1	XP_004922982.1	DPOGS208717
2	2	1	XP_004922983.1	DPOGS208723
2	3	0.333	XP_004922986.1,XP_004922988.1	DPOGS208716
2	2	1	XP_004922990.1	DPOGS208714
2	5	0.2	XP_004922993.1,XP_004922996.1,XP_004922995.1,XP_004922994.1	DPOGS208710
2	2	1	XP_004922999.1	DPOGS208711
2	2	1	XP_004923000.1	DPOGS208730
2	3	0.333	XP_004923001.1,XP_004923002.1	DPOGS208709
2	2	1	XP_004923003.1	DPOGS208708
2	2	1	XP_004923004.1	DPOGS208731
2	3	0.333	XP_004923005.1,XP_004923006.1	DPOGS208703
2	2	1	XP_004923007.1	DPOGS208702
2	2	1	XP_004923008.1	DPOGS208698
2	2	1	XP_004923009.1	DPOGS208742
2	2	1	XP_004923011.1	DPOGS208743
2	2	1	XP_004923013.1	DPOGS208744
2	3	0.333	XP_004923014.1,XP_004923015.1	DPOGS208695
2	3	0.333	XP_004923016.1,XP_004923017.1	DPOGS208745
2	2	1	XP_004923018.1	DPOGS208692
2	3	0.333	XP_004923019.1,XP_004933871.1	DPOGS208691
2	3	0.333	XP_004923021.1,XP_004923022.1	DPOGS211136
2	2	1	XP_004923023.1	DPOGS208686
2	2	1	XP_004923024.1	DPOGS208685
2	2	1	XP_004923025.1	DPOGS208684
2	4	0.5	XP_004923026.1,XP_004923027.1	DPOGS208754,DPOGS208753
2	3	0.333	XP_004923028.1,XP_004923091.1	DPOGS208677
2	2	1	XP_004923030.1	DPOGS208676
2	2	1	XP_004923035.1	DPOGS208670
2	2	1	XP_004923036.1	DPOGS202146
2	3	0.333	XP_004923037.1,XP_004923038.1	DPOGS202147
2	3	0.333	XP_004923039.1,XP_004923040.1	DPOGS202178
2	2	1	XP_004923043.1	DPOGS202177
2	2	1	XP_004923045.1	DPOGS202176
2	2	1	XP_004923046.1	DPOGS202152
2	2	1	XP_004923047.1	DPOGS202154
2	2	1	XP_004923049.1	DPOGS202170
2	2	1	XP_004923050.1	DPOGS202155
2	2	1	XP_004923051.1	DPOGS202169
2	3	0.333	XP_004923052.1,XP_004923053.1	DPOGS202168
2	2	1	XP_004923055.1	DPOGS202156
2	2	1	XP_004923056.1	DPOGS202158
2	2	1	XP_004923057.1	DPOGS202164
2	2	1	XP_004923058.1	DPOGS202410
2	2	1	XP_004923059.1	DPOGS202412
2	2	1	XP_004923060.1	DPOGS202413
2	2	1	XP_004923061.1	DPOGS202414
2	2	1	XP_004923062.1	DPOGS202401
2	2	1	XP_004923063.1	DPOGS202400
2	2	1	XP_004923065.1	DPOGS213959
2	2	1	XP_004923066.1	DPOGS213935
2	2	1	XP_004923068.1	DPOGS200655
2	2	1	XP_004923070.1	DPOGS213952
2	2	1	XP_004923072.1	DPOGS213951
2	2	1	XP_004923073.1	DPOGS213946
2	2	1	XP_004923075.1	DPOGS208715
2	2	1	XP_004923076.1	DPOGS208726
2	2	1	XP_004923077.1	DPOGS208713
2	2	1	XP_004923080.1	DPOGS208728
2	2	1	XP_004923082.1	DPOGS208734
2	2	1	XP_004923083.1	DPOGS208739
2	2	1	XP_004923084.1	DPOGS208701
2	2	1	XP_004923088.1	DPOGS208755
2	2	1	XP_004923092.1	DPOGS208760
2	2	1	XP_004923096.1	DPOGS202174
2	2	1	XP_004923097.1	DPOGS202172
2	2	1	XP_004923098.1	DPOGS202157
2	2	1	XP_004923099.1	DPOGS202167
2	2	1	XP_004923102.1	DPOGS202165
2	2	1	XP_004923103.1	DPOGS202411
2	2	1	XP_004923105.1	DPOGS202409
2	2	1	XP_004923108.1	DPOGS202418
2	2	1	XP_004923111.1	DPOGS211992
2	2	1	XP_004923112.1	DPOGS211987
2	2	1	XP_004923113.1	DPOGS205876
2	2	1	XP_004923114.1	DPOGS205877
2	2	1	XP_004923115.1	DPOGS205872
2	2	1	XP_004923116.1	DPOGS205878
2	2	1	XP_004923117.1	DPOGS205879
2	4	0.25	XP_004923118.1,XP_004923120.1,XP_004923119.1	DPOGS205881
2	2	1	XP_004923125.1	DPOGS216185
2	2	1	XP_004923126.1	DPOGS202493
2	2	1	XP_004923131.1	DPOGS202539
2	2	1	XP_004923132.1	DPOGS202540
2	4	0.25	XP_004923134.1,XP_004923136.1,XP_004923135.1	DPOGS205501
2	3	0.333	XP_004923137.1,XP_004923138.1	DPOGS205537
2	2	1	XP_004923139.1	DPOGS205500
2	3	0.333	XP_004923140.1,XP_004923141.1	DPOGS205538
2	2	1	XP_004923143.1	DPOGS205499
2	2	1	XP_004923144.1	DPOGS205502
2	2	1	XP_004923145.1	DPOGS205534
2	2	1	XP_004923146.1	DPOGS205505
2	2	1	XP_004923149.1	DPOGS205508
2	3	0.333	XP_004923151.1,XP_004923152.1	DPOGS205511
2	2	1	XP_004923153.1	DPOGS205529
2	2	1	XP_004923155.1	DPOGS205517
2	2	1	XP_004923156.1	DPOGS205523
2	2	1	XP_004923157.1	DPOGS205519
2	2	1	XP_004923158.1	DPOGS205522
2	2	1	XP_004923159.1	DPOGS207923
2	2	1	XP_004923160.1	DPOGS207915
2	2	1	XP_004923161.1	DPOGS207922
2	2	1	XP_004923162.1	DPOGS207917
2	2	1	XP_004923163.1	DPOGS207920
2	2	1	XP_004923164.1	DPOGS207918
2	2	1	XP_004923167.1	DPOGS207689
2	2	1	XP_004923169.1	DPOGS208357
2	2	1	XP_004923171.1	DPOGS211993
2	2	1	XP_004923173.1	DPOGS211985
2	2	1	XP_004923175.1	DPOGS205868
2	2	1	XP_004923176.1	DPOGS202537
2	2	1	XP_004923180.1	DPOGS205542
2	2	1	XP_004923181.1	DPOGS205541
2	2	1	XP_004923184.1	DPOGS205539
2	2	1	XP_004923185.1	DPOGS205535
2	2	1	XP_004923187.1	DPOGS205532
2	2	1	XP_004923189.1	DPOGS205514
2	2	1	XP_004923190.1	DPOGS212370
2	2	1	XP_004923191.1	DPOGS212371
2	2	1	XP_004923192.1	DPOGS205527
2	2	1	XP_004923193.1	DPOGS205525
2	2	1	XP_004923196.1	DPOGS207916
2	2	1	XP_004923198.1	DPOGS207080
2	2	1	XP_004923203.1	DPOGS207691
2	2	1	XP_004923204.1	DPOGS208356
2	2	1	XP_004923205.1	DPOGS208354
2	5	0.2	XP_004923209.1,XP_004923212.1,XP_004923211.1,XP_004923210.1	DPOGS210403
2	2	1	XP_004923213.1	DPOGS213014
2	2	1	XP_004923214.1	DPOGS214930
2	2	1	XP_004923215.1	DPOGS213015
2	2	1	XP_004923217.1	DPOGS213006
2	2	1	XP_004923218.1	DPOGS213001
2	2	1	XP_004923219.1	DPOGS213020
2	2	1	XP_004923220.1	DPOGS213021
2	2	1	XP_004923221.1	DPOGS213022
2	2	1	XP_004923222.1	DPOGS213025
2	3	0.333	XP_004923223.1,XP_004923224.1	DPOGS213026
2	2	1	XP_004923225.1	DPOGS213000
2	2	1	XP_004923226.1	DPOGS212999
2	2	1	XP_004923227.1	DPOGS212996
2	2	1	XP_004923228.1	DPOGS213031
2	2	1	XP_004923230.1	DPOGS212992
2	2	1	XP_004923233.1	DPOGS211752
2	2	1	XP_004923234.1	DPOGS212990
2	2	1	XP_004923235.1	DPOGS210482
2	2	1	XP_004923236.1	DPOGS213044
2	2	1	XP_004923237.1	DPOGS202111
2	2	1	XP_004923238.1	DPOGS202115
2	2	1	XP_004923239.1	DPOGS202110
2	2	1	XP_004923240.1	DPOGS202116
2	2	1	XP_004923241.1	DPOGS202107
2	2	1	XP_004923242.1	DPOGS202120
2	2	1	XP_004923243.1	DPOGS202106
2	3	0.333	XP_004923245.1,XP_004923246.1	DPOGS202104
2	3	0.333	XP_004923247.1,XP_004923248.1	DPOGS202123
2	2	1	XP_004923250.1	DPOGS202124
2	2	1	XP_004923251.1	DPOGS205052
2	2	1	XP_004923252.1	DPOGS205048
2	2	1	XP_004923254.1	DPOGS205047
2	2	1	XP_004923255.1	DPOGS210404
2	2	1	XP_004923256.1	DPOGS205101
2	2	1	XP_004923257.1	DPOGS205042
2	2	1	XP_004923259.1	DPOGS213005
2	2	1	XP_004923260.1	DPOGS212998
2	2	1	XP_004923261.1	DPOGS212997
2	2	1	XP_004923262.1	DPOGS213040
2	2	1	XP_004923263.1	DPOGS202113
2	2	1	XP_004923265.1	DPOGS202118
2	2	1	XP_004923266.1	DPOGS202119
2	2	1	XP_004923267.1	DPOGS202121
2	2	1	XP_004923268.1	DPOGS209051
2	2	1	XP_004923269.1	DPOGS209052
2	3	0.333	XP_004923270.1,XP_004923271.1	DPOGS209054
2	2	1	XP_004923278.1	DPOGS209031
2	2	1	XP_004923279.1	DPOGS209030
2	2	1	XP_004923280.1	DPOGS209029
2	2	1	XP_004923281.1	DPOGS209063
2	2	1	XP_004923283.1	DPOGS209065
2	2	1	XP_004923284.1	DPOGS209026
2	2	1	XP_004923287.1	DPOGS209067
2	2	1	XP_004923288.1	DPOGS209068
2	2	1	XP_004923291.1	DPOGS209069
2	2	1	XP_004923292.1	DPOGS209070
2	2	1	XP_004923293.1	DPOGS214855
2	2	1	XP_004923294.1	DPOGS214858
2	2	1	XP_004923295.1	DPOGS214860
2	3	0.333	XP_004923296.1,XP_004923297.1	DPOGS214861
2	2	1	XP_004923301.1	DPOGS214869
2	2	1	XP_004923302.1	DPOGS214845
2	2	1	XP_004923304.1	DPOGS214840
2	3	0.333	XP_004923305.1,XP_004923306.1	DPOGS214873
2	2	1	XP_004923307.1	DPOGS214876
2	2	1	XP_004923308.1	DPOGS214837
2	2	1	XP_004923310.1	DPOGS212037
2	2	1	XP_004923311.1	DPOGS212039
2	2	1	XP_004923313.1	DPOGS212034
2	2	1	XP_004923314.1	DPOGS209037
2	2	1	XP_004923318.1	DPOGS209032
2	2	1	XP_004923319.1	DPOGS209028
2	2	1	XP_004923321.1	DPOGS214857
2	2	1	XP_004923322.1	DPOGS214862
2	2	1	XP_004923323.1	DPOGS214851
2	2	1	XP_004923326.1	DPOGS214868
2	2	1	XP_004923327.1	DPOGS214844
2	2	1	XP_004923328.1	DPOGS214870
2	2	1	XP_004923329.1	DPOGS214871
2	2	1	XP_004923330.1	DPOGS214872
2	2	1	XP_004923332.1	DPOGS212038
2	2	1	XP_004923335.1	DPOGS202338
2	3	0.333	XP_004923336.1,XP_004923337.1	DPOGS202243
2	2	1	XP_004923338.1	DPOGS202339
2	3	0.333	XP_004923340.1,XP_004923341.1	DPOGS202242
2	2	1	XP_004923342.1	DPOGS202340
2	2	1	XP_004923345.1	DPOGS202239
2	2	1	XP_004923346.1	DPOGS202343
2	2	1	XP_004923347.1	DPOGS214947
2	2	1	XP_004923348.1	DPOGS214946
2	2	1	XP_004923349.1	DPOGS214950
2	2	1	XP_004923350.1	DPOGS214945
2	3	0.333	XP_004923353.1,XP_004923354.1	DPOGS214951
2	2	1	XP_004923355.1	DPOGS214952
2	2	1	XP_004923357.1	DPOGS214942
2	2	1	XP_004923358.1	DPOGS214954
2	2	1	XP_004923359.1	DPOGS214939
2	3	0.333	XP_004923360.1,XP_004923361.1	DPOGS214955
2	3	0.333	XP_004923362.1,XP_004923363.1	DPOGS214934
2	2	1	XP_004923364.1	DPOGS202689
2	2	1	XP_004923365.1	DPOGS202690
2	2	1	XP_004923366.1	DPOGS202701
2	6	0.167	XP_004923367.1,XP_004923371.1,XP_004923370.1,XP_004923369.1,XP_004923368.1	DPOGS202692
2	2	1	XP_004923374.1	DPOGS202694
2	2	1	XP_004923375.1	DPOGS202695
2	2	1	XP_004923376.1	DPOGS202700
2	3	0.333	XP_004923377.1	DPOGS204053,DPOGS204052
2	2	1	XP_004923378.1	DPOGS204014
2	2	1	XP_004923380.1	DPOGS204016
2	2	1	XP_004923385.1	DPOGS204017
2	2	1	XP_004923387.1	DPOGS204042
2	2	1	XP_004923389.1	DPOGS204020
2	2	1	XP_004923391.1	DPOGS204039
2	2	1	XP_004923392.1	DPOGS204038
2	3	0.333	XP_004923393.1,XP_004923394.1	DPOGS204024
2	2	1	XP_004923396.1	DPOGS204037
2	2	1	XP_004923397.1	DPOGS204036
2	2	1	XP_004923398.1	DPOGS204027
2	2	1	XP_004923401.1	DPOGS204033
2	2	1	XP_004923402.1	DPOGS204032
2	2	1	XP_004923404.1	DPOGS204030
2	2	1	XP_004923408.1	DPOGS202241
2	2	1	XP_004923412.1	DPOGS201207
2	2	1	XP_004923415.1	DPOGS214948
2	2	1	XP_004923416.1	DPOGS202703
2	2	1	XP_004923417.1	DPOGS202702
2	2	1	XP_004923418.1	DPOGS210829
2	2	1	XP_004923419.1	DPOGS202691
2	2	1	XP_004923420.1	DPOGS201202
2	2	1	XP_004923422.1	DPOGS202693
2	2	1	XP_004923423.1	DPOGS202696
2	2	1	XP_004923424.1	DPOGS204050
2	2	1	XP_004923425.1	DPOGS204048
2	2	1	XP_004923427.1	DPOGS204045
2	2	1	XP_004923429.1	DPOGS201060
2	2	1	XP_004923430.1	DPOGS204018
2	2	1	XP_004923431.1	DPOGS204019
2	2	1	XP_004923433.1	DPOGS204025
2	2	1	XP_004923434.1	DPOGS204026
2	2	1	XP_004923435.1	DPOGS208150
2	2	1	XP_004923436.1	DPOGS208154
2	2	1	XP_004923438.1	DPOGS208155
2	4	0.5	XP_004923439.1,XP_004923440.1	DPOGS207744,DPOGS207742
2	3	0.333	XP_004923441.1	DPOGS211559,DPOGS211558
2	2	1	XP_004923442.1	DPOGS211537
2	2	1	XP_004923443.1	DPOGS211554
2	2	1	XP_004923446.1	DPOGS211538
2	2	1	XP_004923447.1	DPOGS213683
2	2	1	XP_004923450.1	DPOGS202378
2	2	1	XP_004923452.1	DPOGS206420
2	2	1	XP_004923453.1	DPOGS206421
2	4	0.25	XP_004923454.1,XP_004923480.1,XP_004923455.1	DPOGS209320
2	3	0.333	XP_004923456.1,XP_004923457.1	DPOGS202366
2	2	1	XP_004923458.1	DPOGS202368
2	2	1	XP_004923461.1	DPOGS206556
2	2	1	XP_004923464.1	DPOGS206559
2	2	1	XP_004923466.1	DPOGS206561
2	2	1	XP_004923468.1	DPOGS206582
2	2	1	XP_004923469.1	DPOGS206566
2	2	1	XP_004923470.1	DPOGS206581
2	2	1	XP_004923471.1	DPOGS206569
2	2	1	XP_004923472.1	DPOGS213974
2	3	0.333	XP_004923473.1,XP_004923488.1	DPOGS204359
2	2	1	XP_004923475.1	DPOGS211535
2	2	1	XP_004923478.1	DPOGS211541
2	2	1	XP_004923481.1	DPOGS209302
2	2	1	XP_004923482.1	DPOGS213848
2	4	0.25	XP_004923483.1	DPOGS213845,DPOGS213847,DPOGS202485
2	2	1	XP_004923484.1	DPOGS206558
2	2	1	XP_004923486.1	DPOGS206564
2	2	1	XP_004923487.1	DPOGS206580
2	2	1	XP_004923489.1	DPOGS215018
2	2	1	XP_004923490.1	DPOGS206579
2	2	1	XP_004923491.1	DPOGS213653
2	2	1	XP_004923492.1	DPOGS213652
2	2	1	XP_004923493.1	DPOGS213638
2	2	1	XP_004923494.1	DPOGS213639
2	2	1	XP_004923495.1	DPOGS213643
2	2	1	XP_004923497.1	DPOGS200116
2	2	1	XP_004923501.1	DPOGS200071
2	2	1	XP_004923502.1	DPOGS200074
2	2	1	XP_004923503.1	DPOGS200075
2	2	1	XP_004923504.1	DPOGS200076
2	2	1	XP_004923505.1	DPOGS216188
2	2	1	XP_004923506.1	DPOGS216191
2	3	0.333	XP_004923507.1	DPOGS216194,DPOGS216193
2	2	1	XP_004923508.1	DPOGS215440
2	2	1	XP_004923511.1	DPOGS208166
2	2	1	XP_004923513.1	DPOGS213635
2	2	1	XP_004923514.1	DPOGS213654
2	2	1	XP_004923516.1	DPOGS213649
2	2	1	XP_004923517.1	DPOGS213641
2	2	1	XP_004923518.1	DPOGS200068
2	2	1	XP_004923521.1	DPOGS200115
2	2	1	XP_004923522.1	DPOGS200072
2	2	1	XP_004923523.1	DPOGS200105
2	2	1	XP_004923524.1	DPOGS200102
2	2	1	XP_004923527.1	DPOGS216201
2	2	1	XP_004923528.1	DPOGS216199
2	2	1	XP_004923531.1	DPOGS208167
2	2	1	XP_004923532.1	DPOGS215434
2	2	1	XP_004923533.1	DPOGS210672
2	2	1	XP_004923534.1	DPOGS210754
2	2	1	XP_004923535.1	DPOGS210676
2	2	1	XP_004923537.1	DPOGS210678
2	3	0.333	XP_004923538.1,XP_004923539.1	DPOGS210753
2	2	1	XP_004923540.1	DPOGS210685
2	2	1	XP_004923541.1	DPOGS214628
2	2	1	XP_004923542.1	DPOGS210691
2	2	1	XP_004923543.1	DPOGS210749
2	2	1	XP_004923544.1	DPOGS210696
2	2	1	XP_004923546.1	DPOGS210748
2	2	1	XP_004923547.1	DPOGS210745
2	3	0.333	XP_004923548.1	DPOGS210702,DPOGS210700
2	2	1	XP_004923549.1	DPOGS210704
2	2	1	XP_004923550.1	DPOGS210744
2	2	1	XP_004923551.1	DPOGS210710
2	2	1	XP_004923552.1	DPOGS210742
2	2	1	XP_004923553.1	DPOGS210712
2	3	0.333	XP_004923554.1,XP_004929386.1	DPOGS201434
2	2	1	XP_004923555.1	DPOGS210738
2	2	1	XP_004923557.1	DPOGS210735
2	2	1	XP_004923558.1	DPOGS210717
2	2	1	XP_004923559.1	DPOGS210718
2	2	1	XP_004923560.1	DPOGS210732
2	2	1	XP_004923561.1	DPOGS210720
2	2	1	XP_004923563.1	DPOGS210722
2	2	1	XP_004923565.1	DPOGS210724
2	2	1	XP_004923567.1	DPOGS200193
2	2	1	XP_004923573.1	DPOGS210681
2	2	1	XP_004923575.1	DPOGS210684
2	2	1	XP_004923576.1	DPOGS210693
2	2	1	XP_004923577.1	DPOGS200807
2	2	1	XP_004923578.1	DPOGS210747
2	2	1	XP_004923579.1	DPOGS210699
2	2	1	XP_004923580.1	DPOGS210703
2	2	1	XP_004923581.1	DPOGS210707
2	2	1	XP_004923582.1	DPOGS210708
2	2	1	XP_004923583.1	DPOGS210743
2	2	1	XP_004923584.1	DPOGS210711
2	2	1	XP_004923586.1	DPOGS210713
2	2	1	XP_004923587.1	DPOGS210739
2	2	1	XP_004923588.1	DPOGS210715
2	2	1	XP_004923589.1	DPOGS210716
2	2	1	XP_004923590.1	DPOGS210736
2	2	1	XP_004923591.1	DPOGS210734
2	2	1	XP_004923593.1	DPOGS210728
2	2	1	XP_004923594.1	DPOGS210726
2	2	1	XP_004923595.1	DPOGS200205
2	2	1	XP_004923605.1	DPOGS214476
2	2	1	XP_004923606.1	DPOGS214496
2	2	1	XP_004923607.1	DPOGS214492
2	2	1	XP_004923608.1	DPOGS214485
2	2	1	XP_004923609.1	DPOGS214489
2	2	1	XP_004923610.1	DPOGS208606
2	2	1	XP_004923611.1	DPOGS208607
2	2	1	XP_004923612.1	DPOGS208609
2	2	1	XP_004923614.1	DPOGS203740
2	2	1	XP_004923615.1	DPOGS215290
2	2	1	XP_004923621.1	DPOGS214478
